"GameDay","GameID","Player","PlayerID","PlayerCode","TeamID","Team","OpponentID","Opponent","Location","Division","Conference","Playoffs","WinOrLoss","Starter","PlayerType","PerfScore","MIN","PTS","FGM","FGA","3FM","3FA","FTM","FTA","REB","AST","STL","BLK","OREB","TO","PF"
"2011-12-25","26955","LeBron James","1871","lebron-james","16","Miami","23","Dallas","V","","Western","","W","Y","","18","36","37","11","19","0","0","15","19","10","6","2","2","3","3","3"
"2011-12-25","26955","Dwyane Wade","4001","dwyane-wade","16","Miami","23","Dallas","V","","Western","","W","Y","","12","34","26","11","21","0","0","4","6","8","6","1","1","1","5","4"
"2011-12-25","26955","Joel Anthony","105","joel-anthony","16","Miami","23","Dallas","V","","Western","","W","Y","","2","25","6","2","3","0","0","2","3","2","0","0","1","1","0","1"
"2011-12-25","26955","Mario Chalmers","641","mario-chalmers","16","Miami","23","Dallas","V","","Western","","W","Y","","4","24","3","1","1","0","0","1","1","1","4","4","0","0","2","3"
"2011-12-25","26955","Chris Bosh","373","chris-bosh","16","Miami","23","Dallas","V","","Western","","W","Y","","3","23","4","2","9","0","0","0","0","7","1","1","1","1","2","5"
"2011-12-25","26955","Udonis Haslem","1608","udonis-haslem","16","Miami","23","Dallas","V","","Western","","W","","","8","32","9","3","6","0","0","3","5","14","1","0","1","6","3","5"
"2011-12-25","26955","James Jones","1998","james-jones","16","Miami","23","Dallas","V","","Western","","W","","","3","18","9","3","6","3","5","0","1","2","0","0","0","0","2","2"
"2011-12-25","26955","Norris Cole","699","norris-cole","16","Miami","23","Dallas","V","","Western","","W","","","2","23","7","3","8","1","1","0","1","2","0","1","0","0","4","3"
"2011-12-25","26955","Juwan Howard","1771","juwan-howard","16","Miami","23","Dallas","V","","Western","","W","","","2","7","4","2","3","0","0","0","0","2","0","0","0","0","0","0"
"2011-12-25","26955","Shane Battier","226","shane-battier","16","Miami","23","Dallas","V","","Western","","W","","","0","4","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"2011-12-25","26955","Mickell Gladness","1365","mickell-gladness","16","Miami","23","Dallas","V","","Western","","W","","","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"2011-12-25","26955","Dexter Pittman","3077","dexter-pittman","16","Miami","23","Dallas","V","","Western","","W","","","0","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"2011-12-25","26955","Terrel Harris","1597","terrel-harris","16","Miami","23","Dallas","V","","Western","","W","","","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"2011-12-25","26955","Dirk Nowitzki","2865","dirk-nowitzki","23","Dallas","16","Miami","H","","Western","","L","Y","","8","29","21","6","15","0","0","9","10","5","3","0","0","1","2","4"
"2011-12-25","26955","Shawn Marion","2430","shawn-marion","23","Dallas","16","Miami","H","","Western","","L","Y","","6","29","12","6","10","0","0","0","0","6","3","0","0","2","3","3"
"2011-12-25","26955","Jason Kidd","2098","jason-kidd","23","Dallas","16","Miami","H","","Western","","L","Y","","4","27","9","2","5","2","5","3","3","0","3","2","0","0","2","2"
"2011-12-25","26955","Vince Carter","621","vince-carter","23","Dallas","16","Miami","H","","Western","","L","Y","","2","20","5","2","6","1","3","0","2","2","3","0","0","0","2","3"
"2011-12-25","26955","Brendan Haywood","1633","brendan-haywood","23","Dallas","16","Miami","H","","Western","","L","Y","","0","13","0","0","2","0","0","0","0","3","0","0","0","2","2","4"
"2011-12-25","26955","Jason Terry","3803","jason-terry","23","Dallas","16","Miami","H","","Western","","L","","","7","28","23","9","18","4","10","1","2","1","3","2","0","0","0","2"
"2011-12-25","26955","Delonte West","4115","delonte-west","23","Dallas","16","Miami","H","","Western","","L","","","4","24","10","3","7","1","3","3","3","0","3","3","0","0","0","0"
"2011-12-25","26955","Ian Mahinmi","2399","ian-mahinmi","23","Dallas","16","Miami","H","","Western","","L","","","1","15","2","1","3","0","0","0","1","4","0","0","0","1","0","4"
"2011-12-25","26955","Brian Cardinal","589","brian-cardinal","23","Dallas","16","Miami","H","","Western","","L","","","2","14","4","0","2","0","2","4","4","2","1","1","0","0","1","2"
"2011-12-25","26955","Lamar Odom","2898","lamar-odom","23","Dallas","16","Miami","H","","Western","","L","","","2","13","4","1","6","1","2","1","3","4","1","1","0","1","2","4"
"2011-12-25","26955","Brandan Wright","4316","brandan-wright","23","Dallas","16","Miami","H","","Western","","L","","","0","10","0","0","1","0","0","0","0","1","0","1","0","0","0","0"
"2011-12-25","26955","Rodrigue Beaubois","251","rodrigue-beaubois","23","Dallas","16","Miami","H","","Western","","L","","","0","8","0","0","4","0","2","0","0","3","3","0","0","1","0","1"
"2011-12-25","26955","Dominique Jones","1988","dominique-jones","23","Dallas","16","Miami","H","","Western","","L","","","0","4","4","1","3","0","1","2","2","0","0","0","0","0","0","0"
"2011-12-25","26956","Chauncey Billups","304","chauncey-billups","11","L.A. Clippers","25","Golden State","V","","Western","","W","Y","","7","38","21","6","19","3","10","6","6","5","4","0","0","0","1","2"
"2011-12-25","26956","Chris Paul","2998","chris-paul","11","L.A. Clippers","25","Golden State","V","","Western","","W","Y","","10","36","20","7","12","1","3","5","6","2","9","2","0","1","2","4"
"2011-12-25","26956","Caron Butler","546","caron-butler","11","L.A. Clippers","25","Golden State","V","","Western","","W","Y","","8","36","11","4","10","1","3","2","3","10","4","3","0","0","0","0"
"2011-12-25","26956","Blake Griffin","1472","blake-griffin","11","L.A. Clippers","25","Golden State","V","","Western","","W","Y","","8","34","22","9","18","0","0","4","8","7","1","2","0","5","3","4"
"2011-12-25","26956","DeAndre Jordan","2026","deandre-jordan","11","L.A. Clippers","25","Golden State","V","","Western","","W","Y","","5","30","6","1","2","0","0","4","12","5","0","0","8","3","2","2"
"2011-12-25","26956","Mo Williams","4225","mo-williams","11","L.A. Clippers","25","Golden State","V","","Western","","W","","","4","22","8","4","8","0","1","0","0","3","3","2","0","0","1","1"
"2011-12-25","26956","Brian Cook","740","brian-cook","11","L.A. Clippers","25","Golden State","V","","Western","","W","","","4","15","8","2","7","2","4","2","2","6","0","0","0","2","0","5"
"2011-12-25","26956","Ryan Gomes","1380","ryan-gomes","11","L.A. Clippers","25","Golden State","V","","Western","","W","","","3","14","6","3","4","0","1","0","1","4","0","0","0","1","0","1"
"2011-12-25","26956","Randy Foye","1242","randy-foye","11","L.A. Clippers","25","Golden State","V","","Western","","W","","","1","11","3","1","1","1","1","0","0","1","1","0","0","0","0","0"
"2011-12-25","26956","Monta Ellis","1100","monta-ellis","25","Golden State","11","L.A. Clippers","H","","Western","","L","Y","","5","42","15","6","19","0","5","3","6","4","8","1","0","2","4","4"
"2011-12-25","26956","David Lee","2262","david-lee","25","Golden State","11","L.A. Clippers","H","","Western","","L","Y","","10","35","21","10","19","0","0","1","2","12","2","0","1","4","4","6"
"2011-12-25","26956","Stephen Curry","826","stephen-curry","25","Golden State","11","L.A. Clippers","H","","Western","","L","Y","","3","33","4","2","12","0","4","0","1","5","4","2","2","2","5","4"
"2011-12-25","26956","Dorell Wright","4320","dorell-wright","25","Golden State","11","L.A. Clippers","H","","Western","","L","Y","","5","30","8","1","6","1","6","5","5","9","1","0","0","4","0","1"
"2011-12-25","26956","Andris Biedrins","300","andris-biedrins","25","Golden State","11","L.A. Clippers","H","","Western","","L","Y","","7","20","10","5","5","0","0","0","0","8","0","0","3","2","0","4"
"2011-12-25","26956","Brandon Rush","3366","brandon-rush","25","Golden State","11","L.A. Clippers","H","","Western","","L","","","6","28","12","3","6","2","2","4","4","3","0","1","2","0","1","4"
"2011-12-25","26956","Klay Thompson","3847","klay-thompson","25","Golden State","11","L.A. Clippers","H","","Western","","L","","","2","19","7","2","8","1","3","2","2","3","1","0","0","1","2","3"
"2011-12-25","26956","Ekpe Udoh","3939","ekpe-udoh","25","Golden State","11","L.A. Clippers","H","","Western","","L","","","0","12","1","0","2","0","0","1","2","3","0","0","0","1","0","1"
"2011-12-25","26956","Kwame Brown","475","kwame-brown","25","Golden State","11","L.A. Clippers","H","","Western","","L","","","0","6","1","0","1","0","0","1","2","1","0","0","0","1","0","3"
"2011-12-25","26956","Ish Smith","3598","ish-smith","25","Golden State","11","L.A. Clippers","H","","Western","","L","","","2","5","7","3","4","1","1","0","0","0","0","0","0","0","0","2"
"2011-12-25","26956","Dominic McGuire","2550","dominic-mcguire","25","Golden State","11","L.A. Clippers","H","","Western","","L","","","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2011-12-25","26957","Luol Deng","931","luol-deng","8","Chicago","27","L.A. Lakers","V","","Western","","W","Y","","10","38","21","7","19","1","4","6","6","7","3","4","1","3","0","2"
"2011-12-25","26957","Derrick Rose","3325","derrick-rose","8","Chicago","27","L.A. Lakers","V","","Western","","W","Y","","9","35","22","9","13","4","6","0","0","1","5","0","1","0","5","1"
"2011-12-25","26957","Carlos Boozer","367","carlos-boozer","8","Chicago","27","L.A. Lakers","V","","Western","","W","Y","","7","32","15","7","13","0","0","1","4","6","2","1","1","1","2","3"
"2011-12-25","26957","Joakim Noah","2842","joakim-noah","8","Chicago","27","L.A. Lakers","V","","Western","","W","Y","","5","28","6","3","12","0","0","0","0","9","2","3","0","5","2","5"
"2011-12-25","26957","Richard Hamilton","1532","richard-hamilton","8","Chicago","27","L.A. Lakers","V","","Western","","W","Y","","3","23","6","3","8","0","0","0","0","2","3","2","0","1","0","5"
"2011-12-25","26957","Ronnie Brewer","432","ronnie-brewer","8","Chicago","27","L.A. Lakers","V","","Western","","W","","","3","24","6","3","6","0","0","0","1","3","2","1","0","0","2","3"
"2011-12-25","26957","Omer Asik","130","omer-asik","8","Chicago","27","L.A. Lakers","V","","Western","","W","","","3","19","3","1","5","0","0","1","1","8","0","1","0","0","0","0"
"2011-12-25","26957","Taj Gibson","1349","taj-gibson","8","Chicago","27","L.A. Lakers","V","","Western","","W","","","2","15","3","1","4","0","0","1","2","3","2","0","1","2","0","1"
"2011-12-25","26957","C.J. Watson","4074","cjwatson","8","Chicago","27","L.A. Lakers","V","","Western","","W","","","2","12","6","2","6","2","3","0","0","1","2","2","0","0","1","1"
"2011-12-25","26957","Pau Gasol","1323","pau-gasol","27","L.A. Lakers","8","Chicago","H","","Western","","L","Y","","7","37","14","6","14","0","2","2","6","8","3","0","3","2","1","4"
"2011-12-25","26957","Kobe Bryant","501","kobe-bryant","27","L.A. Lakers","8","Chicago","H","","Western","","L","Y","","12","35","28","11","23","0","1","6","7","7","6","2","0","0","8","3"
"2011-12-25","26957","Josh McRoberts","2590","josh-mcroberts","27","L.A. Lakers","8","Chicago","H","","Western","","L","Y","","5","35","6","3","6","0","0","0","2","8","2","0","2","3","2","3"
"2011-12-25","26957","Derek Fisher","1192","derek-fisher","27","L.A. Lakers","8","Chicago","H","","Western","","L","Y","","3","23","2","1","5","0","2","0","0","3","3","2","2","0","3","3"
"2011-12-25","26957","Devin Ebanks","1055","devin-ebanks","27","L.A. Lakers","8","Chicago","H","","Western","","L","Y","","3","23","8","4","5","0","0","0","0","1","2","0","0","0","0","1"
"2011-12-25","26957","Steve Blake","324","steve-blake","27","L.A. Lakers","8","Chicago","H","","Western","","L","","","4","24","12","4","9","2","6","2","3","3","2","0","0","1","1","2"
"2011-12-25","26957","Metta World Peace","4309","metta-world-peace","27","L.A. Lakers","8","Chicago","H","","Western","","L","","","2","24","4","2","6","0","1","0","0","2","3","2","0","0","0","0"
"2011-12-25","26957","Troy Murphy","2763","tod-murphy","27","L.A. Lakers","8","Chicago","H","","Western","","L","","","5","22","7","3","5","0","1","1","2","8","1","0","1","0","0","0"
"2011-12-25","26957","Andrew Goudelock","1396","andrew-goudelock","27","L.A. Lakers","8","Chicago","H","","Western","","L","","","2","12","6","2","3","2","3","0","0","2","0","0","0","0","0","0"
"2011-12-25","26958","Rajon Rondo","3322","rajon-rondo","5","Boston","21","New York","V","","Western","","L","Y","","17","41","31","11","19","0","1","9","12","5","13","5","0","1","5","2"
"2011-12-25","26958","Ray Allen","55","ray-allen","5","Boston","21","New York","V","","Western","","L","Y","","8","37","20","7","12","2","3","4","4","4","3","0","0","3","4","1"
"2011-12-25","26958","Kevin Garnett","1310","kevin-garnett","5","Boston","21","New York","V","","Western","","L","Y","","7","37","15","6","13","0","0","3","6","8","3","0","1","1","3","5"
"2011-12-25","26958","Jermaine O'Neal","2888","jermaine-oneal","5","Boston","21","New York","V","","Western","","L","Y","","2","17","6","2","5","0","0","2","3","2","0","0","2","0","1","5"
"2011-12-25","26958","Marquis Daniels","840","marquis-daniels","5","Boston","21","New York","V","","Western","","L","Y","","4","29","4","2","8","0","1","0","0","6","5","1","1","1","0","5"
"2011-12-25","26958","Brandon Bass","218","brandon-bass","5","Boston","21","New York","V","","Western","","L","","","11","27","20","9","13","0","0","2","2","11","0","1","0","5","1","3"
"2011-12-25","26958","Chris Wilcox","4161","chris-wilcox","5","Boston","21","New York","V","","Western","","L","","","2","14","4","2","3","0","0","0","0","3","0","0","1","2","1","1"
"2011-12-25","26958","Sasha Pavlovic","3002","sasha-pavlovic","5","Boston","21","New York","V","","Western","","L","","","0","15","0","0","0","0","0","0","0","1","1","0","0","0","0","4"
"2011-12-25","26958","Keyon Dooling","984","keyon-dooling","5","Boston","21","New York","V","","Western","","L","","","2","11","4","0","1","0","0","4","4","1","3","0","0","0","2","2"
"2011-12-25","26958","Avery Bradley","401","avery-bradley","5","Boston","21","New York","V","","Western","","L","","","0","8","0","0","2","0","0","0","0","0","0","0","0","0","1","0"
"2011-12-25","26958","E'Twaun Moore","2698","etwaun-moore","5","Boston","21","New York","V","","Western","","L","","","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2011-12-25","26958","Henry Walker","4019","henry-walker","21","New York","5","Boston","H","","Western","","W","","","0","14","0","0","1","0","1","0","0","0","0","0","0","0","3","4"
"2011-12-25","26958","Josh Harrellson","1579","josh-harrellson","21","New York","5","Boston","H","","Western","","W","","","1","9","0","0","0","0","0","0","0","2","1","0","1","0","1","0"
"2011-12-25","26958","Tyson Chandler","647","tyson-chandler","21","New York","5","Boston","H","","Western","","W","Y","","5","36","7","1","2","0","0","5","8","3","2","0","6","2","0","2"
"2011-12-25","26958","Toney Douglas","993","toney-douglas","21","New York","5","Boston","H","","Western","","W","Y","","6","35","19","8","19","2","6","1","2","2","4","3","0","0","2","4"
"2011-12-25","26958","Amar'e Stoudemire","3722","amare-stoudemire","21","New York","5","Boston","H","","Western","","W","Y","","11","34","21","8","11","2","2","3","4","6","2","2","2","0","1","2"
"2011-12-25","26958","Landry Fields","1184","landry-fields","21","New York","5","Boston","H","","Western","","W","Y","","3","33","7","3","7","1","3","0","0","2","3","2","0","1","2","3"
"2011-12-25","26958","Carmelo Anthony","103","carmelo-anthony","21","New York","5","Boston","H","","Western","","W","Y","","17","33","37","10","17","4","7","13","15","8","3","2","1","1","5","4"
"2011-12-25","26958","Iman Shumpert","3517","iman-shumpert","21","New York","5","Boston","H","","Western","","W","","","3","22","11","3","13","0","1","5","5","4","1","0","0","1","2","2"
"2011-12-25","26958","Jared Jeffries","1891","jared-jeffries","21","New York","5","Boston","H","","Western","","W","","","0","12","2","1","3","0","0","0","0","1","0","0","1","1","0","2"
"2011-12-25","26958","Renaldo Balkman","171","renaldo-balkman","21","New York","5","Boston","H","","Western","","W","","","2","7","2","1","1","0","0","0","0","3","1","0","0","2","0","2"
"2011-12-25","26959","Dwight Howard","1768","dwight-howard","13","Orlando","35","Oklahoma City","V","","Western","","L","Y","","8","38","11","4","12","0","1","3","8","15","0","1","2","4","3","4"
"2011-12-25","26959","Ryan Anderson","93","ryan-anderson","13","Orlando","35","Oklahoma City","V","","Western","","L","Y","","12","33","25","9","17","6","12","1","1","10","1","2","0","4","2","4"
"2011-12-25","26959","Jameer Nelson","2811","jameer-nelson","13","Orlando","35","Oklahoma City","V","","Western","","L","Y","","7","30","18","7","13","0","2","4","4","1","6","0","0","1","4","4"
"2011-12-25","26959","Hedo Turkoglu","3917","hedo-turkoglu","13","Orlando","35","Oklahoma City","V","","Western","","L","Y","","4","29","8","3","10","2","5","0","0","3","4","2","0","2","2","3"
"2011-12-25","26959","Jason Richardson","3228","jason-richardson","13","Orlando","35","Oklahoma City","V","","Western","","L","Y","","0","28","2","1","10","0","4","0","0","3","2","0","0","0","3","2"
"2011-12-25","26959","Glen Davis","874","glen-davis","13","Orlando","35","Oklahoma City","V","","Western","","L","","","3","19","6","3","9","0","1","0","0","5","0","1","1","0","2","4"
"2011-12-25","26959","Von Wafer","4003","von-wafer","13","Orlando","35","Oklahoma City","V","","Western","","L","","","3","9","9","2","2","0","0","5","5","0","0","0","0","0","0","0"
"2011-12-25","26959","Earl Clark","677","earl-clark","13","Orlando","35","Oklahoma City","V","","Western","","L","","","1","6","2","1","3","0","0","0","0","3","0","0","1","0","0","0"
"2011-12-25","26959","J.J. Redick","3193","jjredick","13","Orlando","35","Oklahoma City","V","","Western","","L","","","4","22","8","0","3","0","2","8","8","3","1","0","0","0","0","1"
"2011-12-25","26959","Chris Duhon","1023","chris-duhon","13","Orlando","35","Oklahoma City","V","","Western","","L","","","1","17","0","0","2","0","1","0","0","2","4","1","0","1","1","2"
"2011-12-25","26959","Quentin Richardson","3234","quentin-richardson","13","Orlando","35","Oklahoma City","V","","Western","","L","","","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2011-12-25","26959","Serge Ibaka","1811","serge-ibaka","35","Oklahoma City","13","Orlando","H","","Western","","W","","","3","23","0","0","1","0","0","0","0","6","0","1","2","2","1","3"
"2011-12-25","26959","Kevin Durant","1036","kevin-durant","35","Oklahoma City","13","Orlando","H","","Western","","W","Y","","12","37","30","11","19","2","4","6","11","5","6","2","0","1","4","1"
"2011-12-25","26959","Russell Westbrook","4122","russell-westbrook","35","Oklahoma City","13","Orlando","H","","Western","","W","Y","","7","34","14","6","17","1","2","1","1","7","6","3","0","1","7","5"
"2011-12-25","26959","Kendrick Perkins","3030","kendrick-perkins","35","Oklahoma City","13","Orlando","H","","Western","","W","Y","","4","29","6","2","2","0","0","2","2","4","1","0","1","1","1","4"
"2011-12-25","26959","Thabo Sefolosha","3466","thabo-sefolosha","35","Oklahoma City","13","Orlando","H","","Western","","W","Y","","3","20","8","3","5","2","2","0","0","3","0","0","0","0","0","1"
"2011-12-25","26959","James Harden","1561","james-harden","35","Oklahoma City","13","Orlando","H","","Western","","W","Y","","8","32","19","4","11","1","4","10","12","6","3","0","0","0","0","3"
"2011-12-25","26959","Nick Collison","717","nick-collison","35","Oklahoma City","13","Orlando","H","","Western","","W","","","2","21","4","2","3","0","0","0","0","2","1","1","0","0","2","2"
"2011-12-25","26959","Nazr Mohammed","2681","nazr-mohammed","35","Oklahoma City","13","Orlando","H","","Western","","W","","","3","16","2","1","4","0","0","0","0","7","0","0","2","2","0","2"
"2011-12-25","26959","Eric Maynor","2484","eric-maynor","35","Oklahoma City","13","Orlando","H","","Western","","W","","","4","13","8","3","5","2","3","0","0","2","3","0","0","0","1","1"
"2011-12-25","26959","Daequan Cook","741","daequan-cook","35","Oklahoma City","13","Orlando","H","","Western","","W","","","2","10","6","2","5","2","4","0","0","1","1","1","0","0","0","0"
"2011-12-26","26960","Gerald Henderson","1650","gerald-henderson","3","Charlotte","7","Milwaukee","H","","Western","","W","Y","","8","38","18","7","14","1","2","3","3","9","0","0","1","4","4","3"
"2011-12-26","26960","Corey Maggette","2395","corey-maggette","3","Charlotte","7","Milwaukee","H","","Western","","W","Y","","5","38","12","6","15","0","2","0","1","7","2","1","0","1","6","4"
"2011-12-26","26960","D.J. Augustin","139","djaugustin","3","Charlotte","7","Milwaukee","H","","Western","","W","Y","","7","30","19","7","16","2","8","3","4","2","8","0","0","1","2","2"
"2011-12-26","26960","Boris Diaw","943","boris-diaw","3","Charlotte","7","Milwaukee","H","","Western","","W","Y","","9","30","9","4","9","1","2","0","0","11","9","0","2","3","1","3"
"2011-12-26","26960","D.J. White","4131","djwhite","3","Charlotte","7","Milwaukee","H","","Western","","W","Y","","4","21","8","3","6","0","0","2","2","5","1","0","1","0","0","0"
"2011-12-26","26960","Kemba Walker","4022","kemba-walker","3","Charlotte","7","Milwaukee","H","","Western","","W","","","7","20","13","3","10","0","2","7","7","7","3","1","0","2","0","1"
"2011-12-26","26960","Byron Mullens","2746","byron-mullens","3","Charlotte","7","Milwaukee","H","","Western","","W","","","4","19","10","5","7","0","0","0","0","2","0","0","1","2","1","2"
"2011-12-26","26960","Matt Carroll","610","matt-carroll","3","Charlotte","7","Milwaukee","H","","Western","","W","","","1","9","5","2","5","0","3","1","2","0","1","0","0","0","1","3"
"2011-12-26","26960","Derrick Brown","465","derrick-brown","3","Charlotte","7","Milwaukee","H","","Western","","W","","","1","8","2","1","1","0","0","0","2","1","2","0","0","0","0","1"
"2011-12-26","26960","Mike Dunleavy","1032","mike-dunleavy","7","Milwaukee","3","Charlotte","V","","Western","","L","Y","","4","37","13","3","12","3","8","4","4","3","3","0","0","1","2","1"
"2011-12-26","26960","Andrew Bogut","346","andrew-bogut","7","Milwaukee","3","Charlotte","V","","Western","","L","Y","","9","37","17","7","14","0","0","3","4","9","2","2","1","2","1","1"
"2011-12-26","26960","Brandon Jennings","1895","brandon-jennings","7","Milwaukee","3","Charlotte","V","","Western","","L","Y","","6","37","22","8","21","3","6","3","3","3","4","0","0","1","0","3"
"2011-12-26","26960","Ersan Ilyasova","1816","ersan-ilyasova","7","Milwaukee","3","Charlotte","V","","Western","","L","Y","","4","26","2","1","4","0","0","0","0","9","0","2","0","0","0","0"
"2011-12-26","26960","Stephen Jackson","1855","stephen-jackson","7","Milwaukee","3","Charlotte","V","","Western","","L","Y","","2","17","6","1","5","1","4","3","3","1","1","1","0","0","3","6"
"2011-12-26","26960","Shaun Livingston","2316","shaun-livingston","7","Milwaukee","3","Charlotte","V","","Western","","L","","","7","34","14","6","10","0","0","2","3","4","6","1","0","2","2","2"
"2011-12-26","26960","Beno Udrih","3941","beno-udrih","7","Milwaukee","3","Charlotte","V","","Western","","L","","","3","22","13","5","12","1","4","2","4","1","3","0","0","0","1","2"
"2011-12-26","26960","Drew Gooden","1383","drew-gooden","7","Milwaukee","3","Charlotte","V","","Western","","L","","","3","13","4","1","4","0","1","2","2","5","2","0","1","0","1","1"
"2011-12-26","26960","Larry Sanders","3396","larry-sanders","7","Milwaukee","3","Charlotte","V","","Western","","L","","","3","11","4","2","2","0","0","0","0","4","0","0","0","0","1","4"
"2011-12-26","26961","Anderson Varejao","3967","anderson-varejao","9","Cleveland","10","Toronto","H","","Western","","L","Y","","8","32","14","6","12","0","0","2","3","10","1","1","0","7","1","3"
"2011-12-26","26961","Antawn Jamison","1874","antawn-jamison","9","Cleveland","10","Toronto","H","","Western","","L","Y","","4","30","15","6","20","0","4","3","6","7","2","0","0","3","0","1"
"2011-12-26","26961","Kyrie Irving","1825","kyrie-irving","9","Cleveland","10","Toronto","H","","Western","","L","Y","","3","26","6","2","12","1","5","1","1","3","7","1","0","0","1","2"
"2011-12-26","26961","Anthony Parker","2971","anthony-parker","9","Cleveland","10","Toronto","H","","Western","","L","Y","","3","25","8","3","3","2","2","0","0","2","0","0","0","0","0","2"
"2011-12-26","26961","Alonzo Gee","1331","alonzo-gee","9","Cleveland","10","Toronto","H","","Western","","L","Y","","8","27","15","5","7","1","2","4","5","3","3","3","0","2","2","2"
"2011-12-26","26961","Ramon Sessions","3480","ramon-sessions","9","Cleveland","10","Toronto","H","","Western","","L","","","8","21","18","6","12","2","4","4","5","4","6","1","0","0","0","0"
"2011-12-26","26961","Daniel Gibson","1344","daniel-gibson","9","Cleveland","10","Toronto","H","","Western","","L","","","1","21","6","3","6","0","0","0","0","1","0","0","0","0","0","2"
"2011-12-26","26961","Tristan Thompson","3853","tristan-thompson","9","Cleveland","10","Toronto","H","","Western","","L","","","5","17","12","4","6","0","0","4","6","5","0","0","0","2","0","2"
"2011-12-26","26961","Omri Casspi","628","omri-casspi","9","Cleveland","10","Toronto","H","","Western","","L","","","1","20","2","0","4","0","3","2","2","1","2","1","0","0","1","2"
"2011-12-26","26961","Ryan Hollins","1730","ryan-hollins","9","Cleveland","10","Toronto","H","","Western","","L","","","0","15","0","0","3","0","0","0","0","1","0","0","1","0","1","0"
"2011-12-26","26961","Amir Johnson","1906","amir-johnson","10","Toronto","9","Cleveland","V","","Western","","W","Y","","11","32","13","5","7","0","0","3","4","13","3","1","3","4","3","4"
"2011-12-26","26961","Jose Calderon","568","jose-calderon","10","Toronto","9","Cleveland","V","","Western","","W","Y","","10","30","15","5","9","3","5","2","2","6","11","0","0","2","1","2"
"2011-12-26","26961","Andrea Bargnani","184","andrea-bargnani","10","Toronto","9","Cleveland","V","","Western","","W","Y","","5","30","13","5","12","1","4","2","2","6","2","0","0","0","0","2"
"2011-12-26","26961","DeMar DeRozan","938","demar-derozan","10","Toronto","9","Cleveland","V","","Western","","W","Y","","5","25","15","7","13","0","1","1","2","2","2","1","0","0","0","0"
"2011-12-26","26961","Rasual Butler","552","rasual-butler","10","Toronto","9","Cleveland","V","","Western","","W","Y","","1","11","3","1","4","1","4","0","0","1","2","0","0","0","0","3"
"2011-12-26","26961","James Johnson","1938","james-johnson","10","Toronto","9","Cleveland","V","","Western","","W","","","7","36","5","2","4","1","1","0","0","6","5","2","3","0","4","1"
"2011-12-26","26961","Leandro Barbosa","181","leandro-barbosa","10","Toronto","9","Cleveland","V","","Western","","W","","","3","22","14","5","14","1","3","3","3","0","4","0","0","0","2","4"
"2011-12-26","26961","Ed Davis","872","ed-davis","10","Toronto","9","Cleveland","V","","Western","","W","","","9","17","14","7","7","0","0","0","0","7","2","0","2","4","0","3"
"2011-12-26","26961","Jerryd Bayless","235","jerryd-bayless","10","Toronto","9","Cleveland","V","","Western","","W","","","3","17","10","4","8","2","3","0","0","1","3","0","0","0","1","1"
"2011-12-26","26961","Jamaal Magloire","2397","jamaal-magloire","10","Toronto","9","Cleveland","V","","Western","","W","","","2","15","2","1","1","0","0","0","0","3","1","0","1","1","1","2"
"2011-12-26","26962","Dirk Nowitzki","2865","dirk-nowitzki","23","Dallas","24","Denver","H","","Western","","L","Y","","7","26","20","7","14","0","2","6","6","4","0","0","0","0","1","2"
"2011-12-26","26962","Delonte West","4115","delonte-west","23","Dallas","24","Denver","H","","Western","","L","Y","","2","25","2","1","5","0","2","0","0","2","4","3","0","0","1","1"
"2011-12-26","26962","Jason Kidd","2098","jason-kidd","23","Dallas","24","Denver","H","","Western","","L","Y","","5","24","12","4","9","4","8","0","0","3","4","0","0","0","2","2"
"2011-12-26","26962","Shawn Marion","2430","shawn-marion","23","Dallas","24","Denver","H","","Western","","L","Y","","2","23","2","1","5","0","1","0","0","6","3","0","0","0","0","0"
"2011-12-26","26962","Brendan Haywood","1633","brendan-haywood","23","Dallas","24","Denver","H","","Western","","L","Y","","3","21","7","3","5","0","0","1","4","5","0","0","0","2","0","2"
"2011-12-26","26962","Lamar Odom","2898","lamar-odom","23","Dallas","24","Denver","H","","Western","","L","","","2","32","6","1","10","0","5","4","5","7","0","0","1","0","2","3"
"2011-12-26","26962","Jason Terry","3803","jason-terry","23","Dallas","24","Denver","H","","Western","","L","","","3","25","6","3","8","0","2","0","0","2","4","2","0","0","4","2"
"2011-12-26","26962","Vince Carter","621","vince-carter","23","Dallas","24","Denver","H","","Western","","L","","","5","20","11","3","6","2","3","3","4","1","3","1","1","0","3","4"
"2011-12-26","26962","Rodrigue Beaubois","251","rodrigue-beaubois","23","Dallas","24","Denver","H","","Western","","L","","","5","14","10","3","5","2","2","2","2","2","1","2","0","1","2","4"
"2011-12-26","26962","Sean Williams","4238","sean-williams","23","Dallas","24","Denver","H","","Western","","L","","","6","11","12","4","4","0","0","4","4","3","0","1","1","1","3","5"
